"name";"short_name";"address";"signature";"status";"type";"electoral_plenipotentiary";"financial_plenipotentiary";"range";"teryt"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJA MNISZEWSKIEGO";"KWW ANDRZEJA MNISZEWSKIEGO";"ul. Padlewskiego 4 m 13, 09-210 Drobin";"DPŁ.7503-210/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Iwona Bidas";"Iwona Bidas";"gm. Drobin";"141905"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJA NADOLSKIEGO";"KWW ANDRZEJA NADOLSKIEGO";"TYSIĄCLECIA 23/20 13-300 NOWE MIASTO LUBAWSKIE";"DEL-7503-58/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"HENRYK JACEK ORZECHOWSKI";"HENRYK JACEK ORZECHOWSKI";"m. Nowe Miasto Lubawskie";"281201"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJA NAKIELSKIEGO";"KWW A. NAKIELSKIEGO";"ul. Kopernika 29, 83-425, Dziemiany";"DGD-75031-67/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Kazimierz Wiesław Kurszewski";"Kazimierz Wiesław Kurszewski";"gm. Dziemiany";"220602"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJA OFMANA";"KWW ANDRZEJA OFMANA";"ul. Sadowa 14/26, 18-520 Stawiski";"DLM-7503-114/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Piotr Ofman";"Piotr Ofman";"gm. Stawiski";"200605"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJA OKAPCA";"KWW ANDRZEJA OKAPCA";"ul. Daszyńskiego 28, 55-080 Kąty Wrocławskie";"DWR-7503-252/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Mirosława Genowefa Okapiec";"Mirosława Genowefa Okapiec";"gm. Kąty Wrocławskie";"022304"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJA OLSZEWSKIEGO";"KWW ANDRZEJA OLSZEWSKIEGO";"ul.Belwederska 25, 99-100, Łęczyca";"DSK-7503-56/10";"Zarejestrowany";"Komitet wyborczy wyborców";"Wojciech Zbigniew Czaplij";"Leszek Władysław Haduch";"woj. łódzkie";""
"KOMITET WYBORCZY WYBORCÓW ANDRZEJA OPALI";"KWW ANDRZEJA OPALI";"ul. 11 Listopada 41 m. 24, 95-040 Koluszki";"DŁD-7503-12/10";"Zarejestrowany";"Komitet wyborczy wyborców";"Franciszek Czesław Psyk";"Genowefa Wójcik";"woj. łódzkie";""
"KOMITET WYBORCZY WYBORCÓW ANDRZEJA OPARY";"KWW ANDRZEJA OPARY";"Bechcice-Kolonia 4, 95-083 Lutomiersk";"DŁD-7503-50/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Wacław Opara";"Wacław Opara";"gm. Lutomiersk";"100806"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJA ORYCHA";"KWW ANDRZEJA ORYCHA";"ul. Senatorska 7, 05-304 Stanisławów";"DSD.7503-135/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Katarzyna Anna Trawicka";"Katarzyna Anna Trawicka";"gm. Stanisławów";"141214"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJA OSET";"KWW ANDRZEJA OSET";"ul. Główna 9a m. 4, 95-081 Dłutów";"DŁD-7503-125/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Jolanta Katarzyna Sobczak-Oset";"Jolanta Katarzyna Sobczak-Oset";"gm. Dłutów";"100803"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJA OSMAŃSKIEGO";"KWW A.O.";"UL. KOLEJOWA 11/12 14-140 MIŁOMŁYN";"DEL-7503-18/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"TERESA OSMAŃSKA";"TERESA OSMAŃSKA";"gm. Miłomłyn";"281507"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJA PIĄTKOWSKIEGO";"KWW ANDRZEJA PIĄTKOWSKIEGO";"Linne 29, 62-730 Dobra";"DKN-7503-253/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Urszula Piątkowska";"Urszula Piątkowska";"gm. Dobra";"302703"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJA PIOTROWSKIEGO PUSZCZYKOWO-WSPÓLNA SPRAWA";"KWW PUSZCZYKOWO-WSPÓLNA SPRAWA";"ul. Podleśna 2/1, 62-040, Puszczykowo";"DPZ-7503-I-178/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Bogusław Paweł Zalewski";"Bogusław Paweł Zalewski";"m. Puszczykowo";"302102"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJA PISARKA";"KWW ANDRZEJA PISARKA";"Rasztów 10a, 05-205 Rasztów";"DWW-75031-49/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Alicja Głowacka";"Alicja Głowacka";"gm. Klembów";"143407"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJA PŁÓCIENNIKA";"KWW ANDRZEJA PŁÓCIENNIKA";"ul. Wyszyńskiego 8, 62-561 Ślesin";"DKN-7503-139/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Małgorzata Glegoła- Owczarek";"Małgorzata Glegoła- Owczarek";"gm. Ślesin";"301012"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJA PODGÓRSKIEGO";"KWW ANDRZEJA PODGÓRSKIEGO";"ul. Jurydyka 17, 22-630 Tyszowce";"DZM-7503-190/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Beata Ziółkowska";"Beata Ziółkowska";"gm. Tyszowce";"061812"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJA PROSTA";"KWW ANDRZEJA PROSTA";"ul. Gminna 16, 22-100 Pokrówka";"DCH-7503-57/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Stanisław Wdowiuk";"Stanisław Wdowiuk";"gm. Chełm";"060303"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJA PRZYGODY";"KWW ANDRZEJA PRZYGODY";"ul. Sosnowa 5, Adamów, 27-230 Brody";"DKC1-7503-71/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Jacek Piotr Bugaj";"Jacek Piotr Bugaj";"gm. Brody";"261102"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJA RAKOCZY";"KWW ANDRZEJA RAKOCZY";"ul. Strażacka 7, 64-840 Budzyń";"DPI-7503-II-177/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Krystyna Rakoczy";"Krystyna Rakoczy";"gm. Budzyń";"300102"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJA RATAJA";"KWW ANDRZEJA RATAJA";"Wapowce 50, 37-700 Przemyśl";"DPR-7503-100/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Wiesław Krzysztof Gardecki";"Wiesław Krzysztof Gardecki";"gm. Przemyśl";"181308"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJA ROSIAKA";"KWW ANDRZEJA ROSIAKA";"ul. Spacerowa 59, Chmielów, 27-400 Bodzechów";"DKC2-7503-84/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Monika Rosiak";"Monika Rosiak";"gm. Bodzechów";"260703"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJA RUCHALSKIEGO";"KWW ANDRZEJA RUCHALSKIEGO";"Stare Krzywe 11, 19-330 Stare Juchy";"DOL-7503-232/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Eugeniusz Zaniewski";"Eugeniusz Zaniewski";"gm. Stare Juchy";"280505"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJA RYCHTERA";"KWW ANDRZEJA RYCHTERA";"ul. Warszawska 103, 46-320 Praszka";"DOP1-7503-159/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Beata Małgorzata Rychter";"Beata Małgorzata Rychter";"gm. Praszka";"160804"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJA RYSIA";"KWW ANDRZEJA RYSIA";"ul. Spokojna 9a, 42-130 Wręczyca Wielka";"DCZ-7503-15/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Monika Barbara Ryś";"Monika Barbara Ryś";"gm. Wręczyca Wielka";"240609"
"KOMITET WYBORCZY WYBORCÓW ""ANDRZEJA SKŁUCKIEGO""";"KWW ""ANDRZEJA SKŁUCKIEGO""";"Nowa Wieś 62A, 07-210 Brańszczyk";"DOS-7503-111/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Andrzej Skłucki";"Andrzej Skłucki";"gm. Brańszczyk";"143501"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJA SOLARSKIEGO";"KWW ANDRZEJA SOLARSKIEGO";"ul. Kilińskiego 19, 28-160 Wiślica";"DKC2-7503-164/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Andrzej Zdzisław Solarski";"Andrzej Zdzisław Solarski";"gm. Wiślica";"260108"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJA SZAWEŁ";"KWW ANDRZEJA SZAWEŁ";"ul. Pszczyńska 29, 43-254, Warszowice";"DBB-7503-236/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Ewa Maria Szaweł";"Ewa Maria Szaweł";"gm. Pawłowice";"241004"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJA SZLĘZAKA";"KWW ANDRZEJA SZLĘZAKA";"ul. Aleja Jana Pawła II 2a, 37-450 Stalowa Wola";"DTG-7503-10/10";"Zarejestrowany";"Komitet wyborczy wyborców";"Henryk Bogdan Żugaj";"Grażyna Raźny";"woj. podkarpackie";""
"KOMITET WYBORCZY WYBORCÓW ANDRZEJA SZWEDO";"KWW ANDRZEJA SZWEDO";"59-700 Trzebień, ul. Leśna 20/3";"DJG-7503-34/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Elżbieta Konwińska";"Elżbieta Konwińska";"gm. Bolesławiec";"020102"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJA SZYMAŃSKIEGO";"KWW ANDRZEJA SZYMAŃSKIEGO";"Stefanowo 5, 62-610 Sompolno";"DKN-7503-301/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Marcin Szymański";"Marcin Szymański";"gm. Sompolno";"301010"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJA WDOWIAKA";"KWW ANDRZEJA WDOWIAKA";"Gawronki 19, 99-100, Łęczyca";"DSK-7503-65/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Mariusz Stusek";"Mariusz Stusek";"gm. Łęczyca";"100405"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJA WIŚNIEWSKIEGO";"KWW ANDRZEJA WIŚNIEWSKIEGO";"Suchowola 224, 22-442 Adamów";"DZM-7503-222/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Liliana Wiśniewska";"Liliana Wiśniewska";"gm. Adamów";"062001"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJA WIŚNIEWSKIEGO";"KWW ANDRZEJA WIŚNIEWSKIEGO";"Olkowice 40, 26-803 Promna";"DRD-7503/171/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Agnieszka Barbara Pyrka";"Agnieszka Barbara Pyrka";"gm. Promna";"140102"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJA WIŚNIEWSKIEGO";"KWW ANDRZEJA WIŚNIEWSKIEGO";"Lekowo 25a/2, 78-312 Świdwin";"DKS-7503-101/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Agata Anna Wiśniewska";"Agata Anna Wiśniewska";"gm. Świdwin";"321606"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJA WOJCIECHA KARASIA";"KWW ANDRZEJA WOJCIECHA KARASIA";"Pianowo-Daczki 37, 05-190 Nasielsk";"DWW-75031-232/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Andrzej Wojciech Karaś";"Andrzej Wojciech Karaś";"gm. Nasielsk";"141404"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJA WOJCIECHOWSKIEGO";"KWW ANDRZEJA WOJCIECHOWSKIEGO";"ul. Osiedle Wojskowe 92/28, 05-127 Białobrzegi";"DWW-75031-255/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Henryk Andrzej Filipowicz";"Henryk Andrzej Filipowicz";"gm. Nieporęt";"140803"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJA WOJTYŁO";"KWW ANDRZEJA WOJTYŁO";"Górecka Stare 12, 23-460 Józefów";"DZM-7503-65/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Andrzej Wojtyło";"Andrzej Wojtyło";"gm. Józefów";"060207"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJA ZACIERY";"KWW ANDRZEJA ZACIERY";"ul. Rynek 25, 27-515 Tarłów";"DKC2-7503-190/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Marian Zaciera";"Marian Zaciera";"gm. Tarłów";"260607"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJA ZIBROWA DOBRY SAMORZĄD";"KWW ANDRZEJA ZIBROWA DOBRY SAMORZĄD";"ul. Makowa 2, 58-306 Wałbrzych";"DWB-7503-4/10";"Zarejestrowany";"Komitet wyborczy wyborców";"Marian Krzysztof Sztac";"Ewa Owsiany";"woj. dolnośląskie";""
"KOMITET WYBORCZY WYBORCÓW ANDRZEJA ZYWERTA";"KWW ANDRZEJA ZYWERTA";"ul. Główna 74, 62-010, Pobiedziska";"DPZ-7503-I-163/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Filip Mikołaj Zywert";"Filip Mikołaj Zywert";"gm. Pobiedziska";"302112"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJA ŻELICHOWSKIEGO";"KWW ANDRZEJA ŻELICHOWSKIEGO";"59-975 Sulików, ul. Nowe Miasto 45/2";"DJG-7503-214/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Andrzej Żelichowski";"Andrzej Żelichowski";"gm. Sulików";"022505"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJA ŻÓŁTASZKA";"KWW ANDRZEJA ŻÓŁTASZKA";"UL. TARGOWA 2, 98-346 SKOMLIN";"DSR-7503-19/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"KAZIMIERA ŻÓŁTASZEK";"KAZIMIERA ŻÓŁTASZEK";"gm. Skomlin";"101708"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJ ANTAS";"KWW ANDRZEJ ANTAS";"ul. Kościelna 11, 28-363 Oksa";"DKC1-7503-346/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Anna Antas";"Anna Antas";"gm. Oksa";"260205"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJ BĄCZYK";"KWW ANDRZEJ BĄCZYK";"Sędziwuje 36, 18-300 Zambrów";"DLM-7503-28/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Mariusz Szabłowski";"Mariusz Szabłowski";"gm. Zambrów";"201405"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJ DEJA";"KWW ANDRZEJ DEJA";"ul. Ogrodowa 2, 62-060, Jeziorki";"DPZ-7503-I-95/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Hubert Deja";"Hubert Deja";"gm. Stęszew";"302114"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJ DYCHA";"KWW ANDRZEJ DYCHA";"DĄBROWA 33A   11-200 BARTOSZYCE";"DEL-7503-81/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"ELŻBIETA DYCHA";"ELŻBIETA DYCHA";"gm. Bartoszyce";"280103"
"KOMITET WYBORCZY WYBORCÓW ""ANDRZEJ GAJDA""";"KWW ""ANDRZEJ GAJDA""";"ul. Nagórskiego 14 05-530 Dęblin";"DLB-7503-161/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Ryszard Iwanek";"Ryszard Iwanek";"m. Dęblin";"061601"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJ JURCZAK";"KWW ANDRZEJ JURCZAK";"Trypucie 31, 18-106 Turośń Kościelna";"DBL-7503-31/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Jerzy Abramowicz";"Jerzy Abramowicz";"gm. Turośń Kościelna";"200211"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJ KRUKOWSKI";"KWW ANDRZEJ KRUKOWSKI";"Łęg Przedmiejski 18, 07-402 Lelis";"DOS-7503-207/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Andrzej Krukowski";"Andrzej Krukowski";"gm. Lelis";"141506"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJ KULIK";"KWW ANDRZEJ KULIK";"ul. Gośniewska 104, 05-660 Warka";"DRD-7503/230/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Sławomir Cezary Kulik";"Sławomir Cezary Kulik";"gm. Warka";"140611"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJ LIKOS";"KWW ANDRZEJ LIKOS";"ul. Pocztowa 6, 44-310, Radlin";"DBB-7503-65/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Mirosław Stanisław Sosna";"Mirosław Stanisław Sosna";"m. Radlin";"241502"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJ MILLER";"KWW ANDRZEJ MILLER";"DASZYŃSKIEGO 1/2 14-220 KISIELICE";"DEL-7503-56/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"EWA JANINA MILLER";"EWA JANINA MILLER";"gm. Kisielice";"280704"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJ MOSZCZYŃSKI";"KWW ANDRZEJ MOSZCZYŃSKI";"ul. Dębowa 1, 11-010, Łęgajny";"DOL-7503-145/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Jan Szczerba";"Jan Szczerba";"gm. Barczewo";"281401"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJ PASZKIEWICZ";"KWW ANDRZEJ PASZKIEWICZ";"ul. Grzybowa 4, 42-360 Poraj";"DCZ-7503-322/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Maja Paszkiewicz";"Maja Paszkiewicz";"gm. Poraj";"240904"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJ ROSTKOWSKI";"KWW A. ROSTKOWSKI";"ul. Poznańska 466, 05-850 Ołtarzew";"DWW-75031-87/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Marek Perkowski";"Marek Perkowski";"gm. Ożarów Mazowiecki";"143206"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJ ŚLIZANKIEWICZ";"KWW ANDRZEJ ŚLIZANKIEWICZ";"Głuchów 30, 26-035 Raków";"DKC1-7503-166/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Agnieszka Paulina Ślizankiewicz";"Agnieszka Paulina Ślizankiewicz";"gm. Raków";"260416"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJ USYK";"KWW ANDRZEJ USYK";"59-800 Lubań, Radostów Dolny 7";"DJG-7503-211/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Andrzej Usyk";"Andrzej Usyk";"gm. Lubań";"021004"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJ WALKIEWICZ";"KWW ANDRZEJ WALKIEWICZ";"ul. Osiedlowa 13, 87-222 Książki";"DTR-7503-170/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Maria Walkiewicz";"Maria Walkiewicz";"gm. Książki";"041703"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJ WAWROWSKI";"KWW ANDRZEJ WAWROWSKI";"Wrogocin 7, 09-210 Drobin";"DPŁ.7503-194/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Anna Milena Wawrowska";"Anna Milena Wawrowska";"gm. Drobin";"141905"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJ WÓJCIK";"KWW ANDRZEJ WÓJCIK";"ul. Lipowa 12, 06-540 Radzanów";"DCI-7503-178/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Teresa Koprowicz";"Teresa Koprowicz";"gm. Radzanów";"141304"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJ ZADRUŚ";"KWW ANDRZEJ ZADRUŚ";"ul. Spokojna 104, 42-260 Wanaty";"DCZ-7503-67/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Małgorzata Zadruś";"Małgorzata Zadruś";"gm. Kamienica Polska";"240404"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJ ZAJKOWSKI";"KWW A. ZAJKOWSKI";"Ławy 75, 07-411 Rzekuń";"DOS-7503-70/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Arkadiusz Zyśk";"Arkadiusz Zyśk";"gm. Rzekuń";"141510"
"KOMITET WYBORCZY WYBORCÓW ANDRZEJ ZIEMIANEK";"KWW ANDRZEJ ZIEMIANEK";"Os. Garce 1, 34-200 Sucha Beskidzka";"DNS-7503-264/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Maria Ziemianek";"Maria Ziemianek";"m. Sucha Beskidzka";"121502"
"KOMITET WYBORCZY WYBORCÓW ANETA BETLEWICZ";"KWW AB";"ul. Kwiatowa 15, 06-450 Glinojeck";"DCI-7503-50/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Leszek Betlewicz";"Leszek Betlewicz";"gm. Glinojeck";"140203"
"KOMITET WYBORCZY WYBORCÓW ANETA NIEMIRSKA - WYBORY SAMORZĄDOWE";"KWW AN-WS";"ul. Adama Mickiewicza 28, 26-340, Drzewica";"DPT-7503-24/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Dominik Niemirski";"Dominik Niemirski";"gm. Drzewica";"100702"
"KOMITET WYBORCZY WYBORCÓW ANETA RUTOWICZ";"KWW ANETA RUTOWICZ";"Samsonów - Ciągłe 40, 26-050 Zagnańsk";"DKC1-7503-57/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Marta Dorota Polak";"Marta Dorota Polak";"gm. Zagnańsk";"260419"
"KOMITET WYBORCZY WYBORCÓW ANETTA KALINOWSKA - PRZYBYŁOWICZ NASZ WÓJT";"KWW A.KALINOWSKA-PRZYBYŁOWICZ NASZ WÓJT";"Słuchocin 13, 07-110 Słuchocin";"DSD.7503-176/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Norbert Władysław Przybyłowicz";"Norbert Władysław Przybyłowicz";"gm. Grębków";"143302"
"KOMITET WYBORCZY WYBORCÓW ANETTY SAŁACKIEJ";"KWW ANETTY SAŁACKIEJ";"ul. Chopina 56, 47-263 Zakrzów";"DOP2-7503-67/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Andrzej Alfred Sałacki";"Andrzej Alfred Sałacki";"gm. Polska Cerekiew";"160305"
"KOMITET WYBORCZY WYBORCÓW ANETTY UJMY-WYBIERZMY BLACHOWNIĘ";"KWW ANETTY UJMY-WYBIERZMY BLACHOWNIĘ";"ul. Polna 6, 42-290 Blachownia";"DCZ-7503-149/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Zbigniew Andrzej Majorczyk";"Zbigniew Andrzej Majorczyk";"gm. Blachownia";"240401"
"KOMITET WYBORCZY WYBORCÓW ""ANETY""";"KWW ""ANETY""";"ul. Partyzantów 1, 42-425 Kroczyce";"DCZ-7503-269/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Rozalia Bednarz";"Rozalia Bednarz";"gm. Kroczyce";"241604"
"KOMITET WYBORCZY WYBORCÓW ANETY DUDA";"KWW ANETY DUDA";"ul. Cisowa 12, 95-063 Rogów";"DŁD-7503-120/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Monika Ewa Piechnik";"Monika Ewa Piechnik";"gm. Rogów";"102105"
"KOMITET WYBORCZY WYBORCÓW ANETY GŁAŻEWSKIEJ";"KWW ANETY GŁAŻEWSKIEJ";"Lgota Murowana 97, 42-425 Lgota Murowana";"DCZ-7503-222/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Monika Konarska";"Monika Konarska";"gm. Kroczyce";"241604"
"KOMITET WYBORCZY WYBORCÓW ANETY GRZELAK";"KWW A. GRZELAK";"DOMINIKOWICE 40, 99-200 PODDĘBICE";"DSR-7503-164/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"ANNA ZOFIA KLIMCZAK";"ANNA ZOFIA KLIMCZAK";"gm. Poddębice";"101103"
"KOMITET WYBORCZY WYBORCÓW ANETY KOZŁOWSKIEJ";"KWW ANETY KOZŁOWSKIEJ";"ul. Krótka 18, Bartniki, 96-332 Radziwiłłów";"DPŁ.7503-189/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Ireneusz Kozłowski";"Ireneusz Kozłowski";"gm. Puszcza Mariańska";"143803"
"KOMITET WYBORCZY WYBORCÓW ANETY SZCZĘSNEJ";"KWW ANETY SZCZĘSNEJ";"ul. Jarzębinowa 113, 26-065 Piekoszów";"DKC1-7503-136/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Aneta Karolina Szczęsna";"Aneta Karolina Szczęsna";"gm. Piekoszów";"260414"
"KOMITET WYBORCZY WYBORCÓW ANETY WICIŃSKIEJ";"KWW ANETY WICIŃSKIEJ";"Ryn Reszelski 19/4, 11-311 Kolno";"DOL-7503-26/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Aneta Wicińska";"Aneta Wicińska";"gm. Kolno";"281408"
